bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month_sold,location_cluster,price
3,1.75,7.3777589082278725,9579,1.0,0,0,3,8,7.07326971745971,420,491435.82012195326,530484.3219776907,568563.631945244,7.4673710669175595,9829,551860.3387458007,490397.7636785536,525000.0
5,4.0,8.414052432496725,15175,2.0,0,0,3,10,8.414052432496725,0,417829.8221964997,832358.7216654654,1173022.0350880993,8.163371316459912,13500,559342.888372093,1173456.7751894807,1870000.0
4,2.75,8.06777619577889,9023,2.0,0,0,3,9,8.06777619577889,0,560603.4142857143,530484.3219776907,787721.3156018015,8.058010800802085,5615,540234.0233614536,843617.6991779086,750000.0
1,1.0,6.429719478039138,8261,1.0,0,0,3,5,6.429719478039138,0,604758.6147351103,530484.3219776907,323529.23106608837,7.07326971745971,8244,525404.6872322194,444116.23508801695,244900.0
4,1.0,7.265429723253953,27153,1.5,0,0,4,5,7.265429723253953,0,541832.3111233405,530484.3219776907,517641.5836772817,7.539027055823995,27153,540234.0233614536,410136.15918944305,275000.0
3,1.75,7.444248649496705,5000,1.0,0,0,4,7,7.01211529430638,600,346777.58531654056,530484.3219776907,587301.6306641265,6.824373670043086,5000,551860.3387458007,599270.7012048193,513000.0
2,1.0,6.579251212010101,5040,1.0,0,0,3,6,6.579251212010101,0,457184.9026076011,530484.3219776907,323529.23106608837,7.213031659834869,5120,559342.888372093,444116.23508801695,205000.0
3,1.75,7.5652752818989315,6000,1.0,0,0,3,8,7.029972911706386,800,470771.6702572542,530484.3219776907,862706.8713188753,7.533693709848633,6000,559342.888372093,823775.1184209211,560000.0
3,2.5,7.4205789054108005,2575,2.0,0,0,3,8,7.4205789054108005,0,696470.1816004473,530484.3219776907,623300.4662576644,7.4205789054108005,2897,538925.3765020027,583510.9797203625,500000.0
4,2.5,7.937374696163295,8494,2.0,0,0,3,8,7.937374696163295,0,577596.4615384614,530484.3219776907,364647.0281124498,8.226840890408578,8494,559342.888372093,380031.2179069934,426000.0
3,1.75,7.146772179452637,4800,1.0,0,0,3,7,7.146772179452637,0,503112.49947617564,530484.3219776907,583797.5680751174,7.306531398939505,4800,531519.7973068745,549135.2427440634,335000.0
2,1.0,6.802394763324311,423838,1.0,0,2,5,6,6.802394763324311,0,607036.94412556,530484.3219776907,317907.32123919635,7.501082124259871,94960,559342.888372093,394071.4616462079,302000.0
4,2.5,7.6255950721324535,3784,2.0,0,0,3,8,7.6255950721324535,0,736415.836067593,530484.3219776907,534045.3798076923,7.6255950721324535,3366,520155.3623559539,471233.5828033243,540000.0
5,1.75,7.736307096548285,4320,2.0,0,0,3,7,7.590852123688581,310,617658.7876050505,530484.3219776907,853509.2978188244,7.962067308753666,4320,538925.3765020027,608172.8260353961,848000.0
3,2.5,7.272398392570047,2500,2.0,0,0,3,7,7.272398392570047,0,645946.7346937442,530484.3219776907,351140.46428296395,7.272398392570047,5000,508272.0541082164,272273.5147542107,287450.0
4,2.5,7.787382026484701,4708,2.0,0,0,3,8,7.787382026484701,0,579956.6598566952,530484.3219776907,332507.4470992653,7.830822995135316,5290,508272.0541082164,313353.9572800608,299800.0
4,1.0,7.3395376954076745,5000,1.5,0,0,4,7,6.993932975223189,450,533028.2211331121,530484.3219776907,622928.2574468085,7.371489295214277,5000,508272.0541082164,851198.7467183303,542000.0
3,2.25,7.402451520818244,11050,1.0,0,0,4,8,7.402451520818244,0,519446.9670290734,530484.3219776907,485919.5672823219,7.533693709848633,11050,559342.888372093,441731.09339479334,352000.0
3,3.5,7.807916628926408,14155,2.0,0,0,3,8,7.549609165154532,560,689371.2543478261,530484.3219776907,415784.59782608703,7.799753318287247,14080,508272.0541082164,505630.67325424944,665000.0
5,3.25,8.296546520300614,12110,2.0,0,0,3,11,8.296546520300614,0,553569.0091185404,530484.3219776907,485919.5672823219,8.296546520300614,12334,511224.339301701,485366.3009457767,1096500.0
3,2.25,7.635303886259415,7207,1.0,0,0,3,8,7.450079569807499,350,549009.7096058946,530484.3219776907,678557.4894376207,7.762170607138205,7980,531519.7973068745,509159.3119291613,535100.0
3,3.25,7.426549072397305,1478,2.0,0,0,3,8,7.215239978730097,320,496329.36876341386,530484.3219776907,423905.3309613916,7.333023014386481,2753,540234.0233614536,437957.3324324325,399000.0
5,2.5,7.759614150696903,8000,1.0,0,0,4,8,7.352441100243583,784,531065.7476383277,530484.3219776907,284942.3022670025,7.759614150696903,8000,540234.0233614536,280829.3013246502,355000.0
4,2.25,7.859413154693583,8190,2.0,0,0,4,8,7.859413154693583,0,482118.29711732664,530484.3219776907,856784.4329896907,7.723120092266331,8335,531519.7973068745,958238.4418778239,673000.0
2,1.0,7.617759576608505,13392,1.0,1,4,5,7,7.055312843339752,875,436675.32599972136,530484.3219776907,495772.9365671088,7.052721049232323,15961,561119.2484076433,545674.0520250213,549000.0
3,1.0,7.038783541388542,6120,1.5,0,0,3,7,7.038783541388542,0,645615.960266449,530484.3219776907,622928.2574468085,7.495541943884256,4080,508272.0541082164,608172.8260353961,704000.0
3,2.5,7.649692623711514,7587,2.0,0,0,3,9,7.649692623711514,0,564109.3481478157,530484.3219776907,284942.3022670025,7.753623546559746,8119,508272.0541082164,280829.3013246502,317000.0
3,2.5,7.733245646529795,3996,2.0,0,0,3,8,7.733245646529795,0,645946.7346937442,530484.3219776907,303219.1794956164,7.473069088032197,3992,551860.3387458007,300834.043645145,389950.0
5,2.5,7.855544677915663,11250,1.0,0,0,3,7,7.251344983372214,1170,519611.03793592664,530484.3219776907,306891.5356621159,7.7142311448490855,11780,525404.6872322194,282950.69612854405,260000.0
4,2.25,7.878534196140362,8800,1.0,0,0,3,8,7.3901814282264295,1020,482118.29711732664,530484.3219776907,568563.631945244,7.824046010856292,11700,551860.3387458007,490397.7636785536,537000.0
4,2.5,8.016317898503415,10189,1.0,0,0,3,9,7.77485576666552,650,553569.0091185404,530484.3219776907,1343776.1244068546,7.570443252057374,10189,511224.339301701,1677134.051214756,1470000.0
5,1.75,7.7142311448490855,4750,1.0,0,0,4,7,7.02108396428914,1120,496278.4449569552,530484.3219776907,622928.2574468085,7.590852123688581,4750,538925.3765020027,851198.7467183303,635000.0
4,2.75,7.7406644019172415,12633,2.0,0,0,3,9,7.7406644019172415,0,576006.5651782893,530484.3219776907,692306.6178160912,7.7142311448490855,9246,540234.0233614536,671331.5983352674,623000.0
3,2.5,7.1929342212158,816,3.0,0,0,3,8,7.1929342212158,0,577596.4615384614,530484.3219776907,583797.5680751174,7.1929342212158,1113,549106.0373514431,599270.7012048193,375000.0
3,2.5,7.24422751560335,1312,3.5,0,0,3,8,7.24422751560335,0,615059.6779141066,530484.3219776907,585504.4834710744,7.2078598714324755,1312,561119.2484076433,823775.1184209211,563500.0
3,1.75,7.779048644925556,7149,1.0,0,0,3,8,7.2078598714324755,1040,457184.9026076011,530484.3219776907,472908.8885350434,7.444248649496705,7402,561119.2484076433,379580.3383269202,396500.0
3,1.5,7.590852123688581,11214,1.0,0,0,3,7,7.590852123688581,0,447373.468996527,530484.3219776907,239806.8087584579,7.31986492980897,9072,525404.6872322194,227930.1778169582,235000.0
4,2.5,8.250620082174692,13800,1.0,0,4,4,9,7.615791072035833,1800,417829.8221964997,530484.3219776907,856784.4329896907,8.14902386805177,9875,525404.6872322194,794880.1519871815,1100000.0
4,2.5,7.843848638152472,7349,2.0,0,0,3,9,7.843848638152472,0,588821.6825718083,530484.3219776907,284942.3022670025,7.783224016336037,8508,559342.888372093,280829.3013246502,369000.0
5,2.0,7.705262474866325,6000,1.5,0,0,4,7,7.237059026124737,830,607036.94412556,530484.3219776907,586484.5820887666,7.3777589082278725,6000,525404.6872322194,535480.5531914893,515000.0
3,2.5,7.506591780070841,374616,2.0,0,0,3,7,7.506591780070841,0,645456.0179648161,530484.3219776907,469494.50074283686,7.533693709848633,220654,525404.6872322194,644226.5446898264,580000.0
4,2.5,7.5652752818989315,8040,1.0,0,0,3,7,7.22983877815125,550,477635.0273973565,530484.3219776907,534045.3798076923,7.640123172695364,7200,551860.3387458007,561410.3447098681,513000.0
4,2.5,8.21878715560148,7491,2.0,0,0,3,9,8.21878715560148,0,553569.0091185404,530484.3219776907,609392.111966224,8.019612794400267,7491,551860.3387458007,636496.5908741066,846450.0
5,2.25,7.687080155783135,6000,1.0,0,0,4,8,7.265429723253953,750,440315.09008071315,530484.3219776907,620859.2706730012,7.67786350067821,8800,551860.3387458007,831908.288381021,635000.0
